PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST
1,267,14.2,8,9.7,2.9,2,2.5
4,650,14.0,8,9.4,1.7,2,3.5
1,22,10.0,6,7.4,17.9,2,3.5
1,57,11.2,1,1.2,22.2,2,4.8
3,211,1.4,2,3.3,12.6,2,3.9
1,532,5.3,3,4.3,8.2,2,1.7
1,515,14.4,0,1.1,21.0,2,4.8
2,180,21.2,2,2.3,1.5,2,2.8
4,589,0.2,0,1.2,1.5,2,2.5
2,482,1.2,1,2.8,12.3,2,3.8
3,594,20.0,1,2.9,1.2,2,2.8
2,668,1.5,6,5.1,5.2,2,2.5
3,48,18.2,0,0.8,25.7,3,3.7
1,709,13.6,0,0.8,20.3,2,4.6
2,451,13.9,1,2.2,7.9,2,3.7
3,49,14.3,2,2.3,6.9,2,2.5
1,582,15.2,0,0.9,21.2,2,7.2
5,248,7.8,2,5.1,7.5,2,1.4
1,248,4.0,6,6.2,18.2,2,3.5
3,687,6.9,0,0.9,16.5,2,2.3
4,308,14.5,0,0.8,23.8,3,4.4
3,8,3.6,19,20.4,11.8,2,3.0
2,49,20.0,1,1.2,3.0,2,3.5
4,269,9.3,8,8.8,26.0,3,5.9
3,709,13.1,1,3.5,4.7,2,0.3
2,662,15.6,6,6.5,8.1,2,3.5
1,467,11.2,6,4.2,9.8,2,0.7
1,652,10.1,3,2.5,20.5,2,4.8
1,396,14.5,0,1.0,4.7,2,2.7
1,519,7.3,0,0.6,3.8,2,2.7
4,410,6.0,0,1.8,22.6,2,4.0
2,525,16.3,0,0.9,24.3,3,8.5
1,306,12.5,4,4.1,25.0,3,4.1
1,376,11.0,3,3.0,18.0,2,5.9
3,36,13.6,0,1.8,16.9,2,2.4
1,391,18.3,0,0.6,24.4,3,3.4
2,118,11.3,0,1.1,22.1,3,5.4
3,168,9.8,2,5.8,7.6,2,1.0
1,628,13.9,0,0.7,25.9,3,5.1
2,202,15.5,0,0.0,23.8,3,6.4
4,634,2.0,0,0.8,21.9,2,4.0
3,293,22.9,0,0.8,4.9,2,1.5
4,286,8.2,1,1.7,3.6,2,3.5
2,11,3.6,0,0.9,17.2,2,4.3
1,84,2.0,2,3.0,9.0,2,4.3
2,338,3.1,2,3.7,13.5,2,3.1
2,206,13.3,5,5.7,5.9,2,4.0
1,646,2.9,2,2.2,18.9,2,3.4
2,86,14.9,10,8.3,7.6,2,5.8
2,406,15.0,0,1.4,12.0,2,5.9
3,291,10.1,1,1.8,9.6,2,2.1
2,620,3.0,4,4.2,8.4,2,3.3
1,144,6.6,2,4.6,8.8,2,1.9
2,251,13.2,0,1.5,11.5,2,4.9
3,230,24.0,0,0.4,1.9,2,2.4
4,403,15.6,7,7.2,15.9,2,2.8
1,79,20.0,0,0.0,2.8,2,0.2
3,528,24.0,0,0.0,1.4,2,2.3
1,180,1.0,0,0.9,20.1,2,3.4
1,590,9.1,1,6.6,8.1,2,1.9
4,453,6.8,0,0.8,26.7,3,6.8
3,613,16.1,0,0.9,22.5,2,8.7
3,131,11.0,0,0.5,2.9,2,1.7
2,426,11.8,0,0.9,23.2,3,2.5
3,538,20.7,2,3.1,9.5,2,1.8
1,672,10.0,1,1.4,22.0,2,4.5
3,110,5.2,1,1.6,6.1,2,5.4
1,432,12.5,0,0.9,14.5,2,5.7
2,275,10.1,0,0.6,22.8,3,5.7
3,49,7.1,1,3.4,9.5,2,1.5
4,122,6.1,10,16.6,15.9,2,1.2
2,175,9.3,0,1.0,23.5,3,5.6
2,646,6.2,0,0.6,4.2,2,3.6
1,431,16.1,3,4.2,18.0,2,3.5
4,345,13.9,1,1.0,2.6,2,4.7
2,640,3.0,0,0.7,23.2,3,5.2
1,575,19.5,2,1.9,3.5,2,1.8
2,574,24.0,0,0.4,3.0,2,0.9
2,670,24.0,0,0.0,1.1,2,1.4
4,501,2.2,1,1.8,17.9,2,9.0
4,187,21.6,1,1.5,3.7,2,0.7
2,135,17.7,0,0.9,25.5,3,11.7
1,558,11.6,0,0.4,4.3,2,5.1
4,544,11.0,0,0.7,23.3,3,4.8
3,124,24.0,0,0.0,1.1,2,0.7
3,377,9.5,5,4.3,24.3,3,8.7
1,333,12.1,0,0.9,24.8,3,5.0
3,59,3.6,0,1.9,0.7,2,2.4
1,418,24.0,0,0.0,2.6,2,2.1
3,650,12.5,8,9.1,5.6,2,7.6
1,182,23.2,2,2.7,9.0,2,1.9
3,526,9.8,2,2.2,9.0,2,1.8
1,121,6.6,0,0.8,24.8,3,8.2
2,122,10.8,0,0.9,22.4,3,5.0
4,375,11.5,0,1.7,4.7,2,0.4
1,488,8.3,0,0.8,24.4,3,5.7
3,467,17.6,8,7.3,8.1,2,1.8
2,222,9.4,0,0.7,24.6,3,6.0
3,541,14.1,0,0.8,24.1,3,3.6
1,690,18.9,0,0.8,26.3,3,4.2
3,201,1.2,1,2.7,11.2,2,4.5
1,132,2.7,4,3.3,2.1,2,0.8
1,556,14.9,0,0.8,20.6,2,4.1
1,628,13.8,0,1.4,18.2,2,4.9
2,314,20.8,0,1.0,7.1,2,3.8
4,631,23.6,1,1.0,3.8,2,2.4
4,509,12.4,1,2.2,16.5,2,10.3
1,76,14.7,7,5.9,11.3,2,2.0
3,705,9.0,0,0.9,22.0,3,6.2
1,557,10.5,0,0.0,1.7,2,2.5
4,156,20.8,0,1.3,2.9,2,5.1
1,599,16.5,0,0.8,25.5,3,6.0
3,601,11.5,7,11.7,8.7,2,3.0
1,337,12.8,1,3.6,24.6,3,6.1
1,320,5.8,5,4.0,8.0,2,3.1
3,68,14.7,1,1.2,20.2,2,5.7
1,253,19.1,3,3.0,8.3,2,2.3
1,316,16.0,0,1.0,2.3,2,1.2
1,409,20.8,1,1.9,24.8,3,3.6
1,369,5.2,2,2.0,25.3,3,4.4
4,287,24.0,0,1.6,0.7,2,1.5
3,573,11.5,0,1.0,1.4,2,2.0
1,68,17.2,7,6.7,8.2,2,2.4
1,60,7.7,6,4.4,8.6,2,1.6
2,343,12.7,0,1.0,24.4,3,5.6
2,556,19.4,0,0.9,0.4,2,5.3
4,625,4.2,4,5.1,5.2,2,3.8
4,78,20.3,5,3.3,1.7,2,2.3
4,621,11.9,1,1.7,23.9,3,3.6
3,514,17.0,5,4.4,14.0,2,2.4
4,420,15.0,0,0.8,22.9,3,3.5
2,308,19.0,0,0.0,2.1,2,4.2
4,67,5.7,6,4.5,17.2,2,2.9
1,191,11.0,2,3.6,5.0,2,1.8
1,678,10.3,1,1.3,18.9,2,6.1
3,707,9.9,0,0.7,19.5,2,5.1
2,32,15.6,0,0.7,22.8,2,5.1
3,553,19.9,7,5.4,27.0,3,5.2
1,64,24.0,0,0.0,2.4,2,3.4
2,236,12.0,2,2.2,24.5,3,5.1
2,343,13.0,0,0.8,26.4,3,8.8
3,710,14.4,13,9.6,9.7,2,3.5
3,71,10.3,2,2.3,6.2,2,2.5
3,527,2.2,2,2.8,6.4,2,5.1
3,53,2.0,1,1.6,20.1,2,3.0
2,545,15.5,10,8.8,10.8,2,3.1
1,578,10.6,1,2.1,3.0,2,2.1
4,702,18.8,0,0.8,23.7,3,6.2
3,162,12.2,0,1.0,1.9,2,1.3
4,459,10.0,2,2.6,11.4,2,4.2
2,273,14.5,1,2.0,8.2,2,1.6
2,691,16.8,11,7.6,6.4,2,2.1
2,338,14.1,11,10.7,6.7,2,4.1
3,213,12.2,0,0.8,21.1,2,4.3
3,303,22.2,0,2.2,0.8,2,2.4
3,166,0.1,4,4.7,25.8,3,0.8
2,410,15.9,0,1.3,19.4,2,4.2
4,530,10.9,3,4.4,9.8,2,2.2
4,315,11.9,15,11.2,26.3,3,4.8
3,95,14.9,1,1.4,2.6,2,2.5
4,105,11.2,0,0.4,2.1,2,2.4
1,461,19.9,0,0.9,25.5,3,7.6
1,31,17.3,0,0.9,24.0,3,4.1
3,641,20.1,0,1.0,4.4,2,3.8
3,471,16.8,5,6.3,20.3,2,5.6
2,136,8.2,0,1.0,22.6,3,4.0
1,609,5.8,1,1.9,3.7,2,2.1
2,681,5.0,1,2.2,19.9,2,6.2
2,205,20.5,0,0.8,1.9,2,1.9
2,460,20.0,0,0.9,24.7,3,10.3
4,460,9.8,1,1.4,2.7,2,2.6
3,182,16.2,0,0.8,23.7,3,2.5
3,448,11.4,0,0.8,27.0,3,5.5
3,187,16.2,0,0.8,14.4,2,4.5
3,85,15.2,0,0.9,22.7,3,1.6
3,486,10.1,4,8.5,8.0,2,2.2
1,115,15.5,0,0.7,2.8,2,0.5
3,477,17.1,0,0.8,1.4,2,1.9
2,418,8.2,0,0.8,23.5,3,5.3
3,501,24.0,0,1.3,2.2,2,1.6
2,700,8.5,3,2.9,1.1,2,2.0
4,107,13.6,2,4.8,11.9,2,2.8
3,541,12.0,0,1.2,25.0,3,10.5
3,567,24.0,0,0.1,4.2,2,4.1
2,474,20.0,0,0.9,3.5,2,10.4
2,46,10.5,2,3.0,8.3,2,2.2
3,302,18.8,1,2.9,15.1,2,3.2
3,302,10.5,2,2.6,10.4,2,2.3
4,69,7.1,0,0.7,24.0,3,5.4
2,288,12.5,0,1.1,2.6,2,1.2
2,152,6.2,5,9.4,5.0,2,1.8
1,607,14.4,0,1.1,19.5,2,6.0
1,362,15.2,9,7.4,3.3,2,0.0
3,181,6.6,1,1.5,4.4,2,2.2
2,204,4.4,0,1.0,3.0,2,1.5
1,552,10.1,4,5.3,9.2,2,2.4
3,503,8.2,0,0.0,8.0,2,3.6
2,211,21.6,3,4.6,3.3,2,11.5
1,573,19.0,0,0.8,3.3,2,0.9
2,633,3.4,3,2.7,4.9,2,2.3
1,291,17.3,5,4.5,17.3,2,4.4
4,591,15.2,0,0.8,22.1,3,5.8
3,510,13.9,3,3.0,9.1,2,1.8
2,559,5.5,10,10.8,24.4,3,6.1
4,591,7.7,0,0.8,24.1,3,5.3
2,95,6.0,17,18.2,17.3,2,7.0
1,520,11.9,0,1.0,18.9,2,7.8
1,583,11.6,0,0.7,17.9,2,3.2
2,530,2.1,2,1.8,6.1,2,3.9
3,69,19.2,1,1.3,25.6,3,4.4
1,682,24.0,0,1.0,3.2,2,0.1
4,54,23.0,1,1.5,19.2,2,5.4
1,150,8.2,0,0.9,24.3,3,5.6
1,109,3.0,2,3.1,22.0,2,0.9
1,697,5.1,1,2.0,17.3,2,4.9
2,225,6.2,2,3.1,6.6,2,2.2
1,374,20.5,2,2.0,11.6,2,3.6
1,280,20.2,0,0.1,3.0,2,5.5
4,106,4.2,2,3.3,22.6,2,4.4
2,354,17.6,0,0.7,8.2,2,2.9
4,392,5.2,21,19.5,8.8,2,1.9
2,160,3.8,0,1.0,24.6,3,2.4
1,385,10.9,0,0.8,23.7,3,5.4
3,630,7.4,1,3.8,21.2,2,3.1
1,60,19.0,0,0.8,24.2,3,5.2
2,48,9.0,0,1.7,17.0,2,4.1
1,12,1.2,0,0.7,25.7,3,6.0
3,295,13.0,7,5.6,20.4,2,4.7
4,663,9.5,3,4.0,9.6,2,1.9
1,109,13.1,5,4.5,16.4,2,4.5
3,605,9.8,0,0.9,23.4,3,9.7
3,106,12.5,0,1.1,23.4,3,4.9
1,502,8.2,1,5.2,20.3,2,4.3
3,13,1.5,0,0.8,17.1,2,5.4
3,706,10.0,1,1.4,21.4,2,6.2
4,370,9.2,2,1.6,12.6,2,8.6
4,619,2.0,1,1.7,9.1,2,3.8
2,397,10.2,8,6.8,12.3,2,3.4
4,109,10.0,1,3.7,3.9,2,0.8
4,197,2.5,1,2.4,13.9,2,6.1
3,612,13.4,0,0.6,6.0,2,3.6
3,593,13.2,0,1.1,21.8,2,4.4
2,414,8.5,0,0.7,2.6,2,1.1
3,76,12.0,0,1.0,25.7,3,11.9
4,299,13.7,0,3.6,22.6,3,7.0
2,222,7.6,3,6.2,4.1,2,0.2
1,680,3.5,3,4.5,4.9,2,1.6
1,385,9.7,0,0.8,20.1,2,4.3
4,420,12.8,3,3.8,20.7,2,2.1
3,575,19.0,0,0.8,1.9,2,0.9
3,31,8.9,0,0.8,24.8,3,6.1
3,402,10.0,3,3.0,4.1,2,0.0
4,397,13.4,13,10.5,12.9,2,4.3
1,514,12.0,0,0.9,5.8,2,2.2
4,50,6.2,0,0.9,24.1,3,5.8
1,507,12.4,0,1.0,18.8,2,8.1
3,530,14.2,0,0.7,24.4,3,5.3
2,38,5.2,0,0.6,3.1,2,1.8
1,636,12.1,0,3.4,18.2,2,5.3
4,686,3.5,0,0.8,25.4,3,4.3
1,407,9.2,2,4.7,6.9,2,1.3
1,617,9.7,2,4.4,6.6,2,1.4
2,689,17.1,2,2.2,19.8,2,1.6
1,271,16.0,1,1.5,22.6,3,6.9
4,71,18.4,0,0.8,26.7,3,3.9
1,499,8.9,3,2.6,5.4,2,4.8
1,235,18.1,1,1.8,3.1,2,2.1
3,633,18.6,0,0.8,4.9,2,5.6
2,365,12.2,8,6.7,20.1,2,4.6
1,211,3.3,3,4.2,26.1,3,4.6
4,61,5.7,20,18.9,2.8,2,4.4
1,244,15.9,0,3.0,4.3,2,0.2
3,471,14.7,1,1.2,7.1,2,2.3
2,523,15.3,0,5.1,5.9,2,3.1
1,434,12.1,1,1.7,18.0,2,1.9
2,425,12.6,0,1.4,5.3,2,1.5
2,650,6.4,0,0.7,16.5,2,7.0
2,263,8.7,0,1.0,18.2,2,3.9
2,237,20.0,0,1.4,1.4,2,4.7
2,335,7.9,0,0.5,4.2,2,2.8
4,496,3.9,0,0.9,15.9,2,4.0
3,534,21.4,1,1.4,26.2,3,3.3
1,681,2.5,0,0.6,27.4,3,5.8
4,120,6.9,0,0.6,3.6,2,1.9
2,113,1.9,0,1.3,8.3,2,3.2
1,309,14.9,0,1.2,24.9,3,7.5
4,619,23.0,0,1.8,6.0,2,2.1
3,507,11.1,2,3.4,25.9,3,6.8
3,300,21.2,0,2.0,3.1,2,1.5
1,79,8.9,0,0.9,2.4,2,2.5
4,154,13.9,10,9.8,6.5,2,1.1
3,453,16.5,0,1.1,22.6,3,6.0
4,564,5.8,0,0.7,22.2,3,5.7
2,237,13.4,6,8.6,2.3,2,1.5
4,47,18.7,0,0.8,21.1,2,3.2
2,445,9.7,2,4.5,21.0,2,6.7
1,703,7.6,1,1.6,4.0,2,4.7
5,212,9.9,6,7.0,5.2,2,2.4
1,297,12.6,0,0.9,24.0,3,7.8
1,513,6.5,0,4.9,4.0,2,1.7
3,638,10.8,1,6.4,9.6,2,3.2
2,247,16.8,9,7.4,20.1,2,6.5
3,443,24.0,0,1.3,1.7,2,1.3
2,505,16.5,8,7.8,4.4,2,0.6
3,62,16.0,0,0.8,25.0,3,6.2
1,153,12.0,3,3.9,21.6,2,4.2
2,598,12.3,0,0.8,23.0,3,6.8
3,621,16.2,0,0.9,24.4,3,3.4
4,58,8.8,0,1.0,25.5,3,7.5
3,294,14.6,0,3.1,18.8,2,4.2
4,113,14.8,0,1.2,26.3,3,4.1
1,331,9.4,1,1.6,7.7,2,2.1
4,334,16.3,6,5.8,24.4,3,7.5
3,568,8.9,3,3.3,13.0,2,3.7
2,223,24.0,0,0.0,16.8,2,1.8
4,483,4.4,0,0.8,24.0,3,4.5
3,530,9.2,0,0.7,26.3,3,5.1
4,554,16.3,0,0.7,1.9,2,1.9
4,172,10.1,4,6.3,25.0,3,5.8
4,700,4.2,3,8.8,5.0,2,3.2
4,578,14.0,2,1.7,15.6,2,2.1
4,363,14.7,0,1.2,24.2,3,5.2
1,237,13.5,2,3.8,20.6,2,3.3
4,710,14.0,0,1.2,5.2,2,2.3
2,619,14.2,4,3.0,14.4,2,3.3
1,400,12.0,0,1.9,2.0,2,1.8
3,12,6.1,1,1.8,21.4,2,4.4
3,585,17.3,0,2.7,16.4,2,4.3
4,214,6.8,1,2.1,9.0,2,4.9
3,479,12.1,2,2.9,13.8,2,2.6
2,170,14.4,1,1.4,20.7,2,5.8
1,13,3.3,22,19.8,25.6,3,4.5
1,134,6.4,0,1.1,25.0,3,4.6
2,512,4.3,1,3.9,9.9,2,3.1
4,485,0.7,3,3.9,24.2,3,3.5
1,647,15.9,0,0.6,2.4,2,3.3
1,207,10.6,0,2.2,23.3,3,6.2
4,321,13.5,0,0.8,25.2,3,7.8
3,650,19.0,0,0.8,19.7,2,5.7
2,153,16.5,8,7.7,19.7,2,4.7
1,214,15.0,1,3.2,7.3,2,2.3
2,362,10.7,0,1.1,1.0,2,2.5
3,550,13.7,0,1.3,4.2,2,2.5
4,664,8.7,0,0.8,4.6,2,2.4
4,613,11.4,3,7.2,3.2,2,1.5
4,8,2.0,21,21.7,28.0,3,11.9
3,189,20.0,3,2.8,19.8,2,5.2
2,510,19.8,2,2.4,3.8,2,1.9
4,699,3.3,0,0.6,25.3,3,7.9
2,421,6.7,3,5.1,18.8,2,9.6
2,447,3.5,0,0.9,25.9,3,8.3
2,423,19.5,0,1.1,6.6,2,3.2
3,578,3.9,0,2.6,2.8,2,2.7
2,349,1.9,4,3.9,14.6,2,4.2
4,151,21.1,3,3.5,7.5,2,1.6
1,557,20.3,0,0.8,3.2,2,3.9
3,428,19.2,7,4.4,2.5,2,0.3
2,150,1.3,7,5.6,19.5,2,1.2
4,140,13.5,0,0.8,3.3,2,6.4
2,610,10.4,1,1.4,5.9,2,2.6
4,26,2.9,18,22.0,26.3,3,3.5
3,65,18.0,0,0.7,22.3,3,4.2
2,376,16.2,1,1.8,21.5,2,4.7
3,687,5.9,2,1.6,1.2,2,1.1
3,344,24.0,0,0.0,2.2,2,0.6
4,653,20.3,4,3.5,7.7,2,4.2
2,16,5.6,0,1.3,26.6,3,5.9
1,103,20.6,2,3.8,3.8,2,2.8
1,521,3.6,2,4.7,17.4,2,4.0
1,416,5.0,1,2.5,6.8,2,0.9
1,380,9.0,0,1.3,19.8,2,4.3
2,678,7.3,0,1.6,23.4,2,8.3
2,472,21.3,0,1.0,25.6,3,8.5
2,549,19.3,0,1.0,25.4,3,2.4
4,77,16.5,0,0.8,24.4,3,5.5
1,88,19.0,0,0.9,21.8,3,5.9
3,125,14.5,0,1.5,20.4,2,7.8
1,579,20.5,0,1.1,4.0,2,2.3
1,588,17.5,0,1.2,25.0,3,4.4
2,566,14.3,0,0.8,22.2,3,12.7
2,307,13.6,1,1.7,15.4,2,3.8
2,135,14.7,0,0.7,4.6,2,1.8
2,327,10.5,1,5.7,17.5,2,3.3
2,416,8.9,0,0.8,1.3,2,1.6
3,670,15.2,0,1.3,16.0,2,4.8
4,188,2.5,4,4.0,14.4,2,4.2
2,317,8.6,0,0.8,5.4,2,1.8
3,394,12.3,0,1.7,23.3,3,4.0
1,396,18.0,6,6.2,15.5,2,5.9
1,229,15.4,0,0.5,15.3,2,5.0
4,637,10.9,0,1.0,24.7,3,6.5
3,231,4.8,2,3.0,8.5,2,2.2
2,492,17.7,0,0.8,7.8,2,2.4
1,491,18.4,0,0.8,22.4,3,7.2
3,423,10.2,0,0.9,24.6,3,3.0
2,172,23.2,0,-0.3,18.5,2,3.4
4,653,7.0,3,3.0,8.4,2,4.6
1,191,14.7,0,1.4,17.0,2,7.4
2,358,14.0,0,1.2,12.6,2,7.0
3,676,11.2,2,4.1,13.8,2,2.0
2,679,9.0,0,1.8,19.1,2,3.6
4,75,13.8,0,0.8,24.9,3,4.6
1,402,10.8,9,8.4,18.2,2,4.5
1,266,13.4,2,3.7,1.9,2,3.0
4,340,13.5,0,0.6,17.4,2,2.9
2,553,19.3,7,6.7,6.4,2,2.9
1,606,11.8,0,0.8,22.8,3,4.5
4,643,24.0,0,0.0,2.0,2,2.4
1,140,16.9,2,5.2,3.9,2,2.7
1,566,9.8,2,2.3,2.7,2,0.4
2,49,12.7,0,1.0,25.3,3,5.6
1,617,15.2,2,2.6,21.4,2,3.9
2,95,11.0,1,3.1,1.4,2,1.6
2,285,6.1,2,2.3,9.0,2,2.4
2,447,16.9,0,1.0,22.9,3,8.4
1,54,18.0,8,6.9,19.9,2,3.2
2,628,17.4,0,1.1,23.7,3,7.0
4,482,1.8,8,5.5,22.5,2,3.2
1,660,5.3,0,0.8,22.5,3,4.4
4,686,16.0,9,8.3,3.8,2,2.5
3,612,8.8,0,1.4,3.7,2,1.8
3,94,17.2,0,2.2,26.3,3,11.5
3,362,19.1,0,0.8,25.9,3,6.7
3,267,15.2,11,9.3,24.8,3,6.9
1,197,4.3,1,1.3,13.7,2,4.2
4,353,1.0,0,0.9,23.8,3,7.7
4,343,6.5,3,6.0,7.7,2,4.5
1,244,9.1,8,8.8,6.5,2,1.4
1,450,7.4,0,1.0,21.9,3,6.9
4,646,8.3,0,0.7,23.6,3,5.2
2,89,6.6,3,3.3,24.9,3,5.1
3,511,15.9,2,2.9,13.6,2,4.8
4,645,10.6,2,5.6,9.9,2,3.4
4,203,10.3,1,3.2,5.7,2,3.2
3,107,8.7,9,8.8,17.4,2,3.5
2,594,8.8,0,1.0,26.8,3,3.5
1,202,18.1,1,1.5,4.1,2,2.6
1,623,7.0,10,9.6,8.7,2,3.5
2,587,13.3,0,0.8,17.0,2,7.4
3,602,11.0,1,1.5,21.8,2,5.8
4,627,24.0,0,1.5,7.5,2,2.7
4,381,12.0,1,1.5,21.1,2,3.6
4,129,13.2,0,1.0,2.3,2,0.4
1,521,18.4,4,4.1,14.3,2,3.7
3,16,5.4,5,5.6,24.0,3,4.2
2,490,21.8,0,1.6,3.4,2,0.0
2,207,13.0,0,0.5,4.6,2,3.7
3,512,13.4,3,3.4,6.1,2,2.1
2,169,22.7,0,2.2,18.7,2,5.1
2,140,11.2,0,0.8,22.7,3,4.6
1,448,3.4,2,3.5,25.3,3,4.7
2,546,7.7,1,1.8,17.9,2,5.5
1,540,12.4,0,0.8,23.2,3,8.8
1,646,7.6,1,3.7,2.2,2,3.1
4,628,10.6,0,1.1,24.0,2,13.7
4,691,7.8,0,0.3,2.1,2,1.4
2,47,16.5,5,5.5,24.8,3,5.6
3,73,24.0,0,0.2,1.2,2,1.7
4,370,10.7,1,1.5,10.7,2,3.1
1,151,12.0,2,3.6,11.5,2,1.9
2,342,4.7,13,10.5,4.8,2,2.1
1,61,10.9,2,2.5,4.8,2,3.4
1,301,10.7,0,0.8,26.0,3,4.2
4,129,10.0,2,2.1,4.4,2,2.5
1,392,8.5,0,0.9,5.8,2,2.8
2,512,15.6,0,0.6,22.6,3,5.8
4,142,20.6,0,0.6,0.4,2,3.6
4,80,7.8,0,0.7,13.1,2,3.7
3,79,8.3,0,0.7,25.2,3,9.8
1,80,5.7,0,0.8,19.4,2,4.3
3,415,18.0,8,5.7,2.7,2,1.0
2,406,13.4,1,1.8,4.7,2,2.5
4,54,8.2,1,3.1,19.0,2,4.5
1,557,2.1,8,6.8,18.2,2,3.3
1,485,3.2,1,2.0,3.6,2,1.7
4,601,6.8,3,7.8,7.1,2,2.0
2,72,11.3,2,2.4,0.5,2,4.3
3,361,5.3,0,0.7,23.0,3,3.6
2,465,10.7,2,3.7,8.2,2,2.1
3,440,10.9,1,1.2,2.2,2,2.2
1,688,16.8,0,0.8,20.1,2,4.8
2,637,22.9,0,0.1,4.0,2,2.3
4,257,3.9,2,2.8,24.8,3,3.4
4,629,10.2,2,2.8,4.6,2,3.0
4,191,14.4,2,2.0,24.9,3,5.1
4,655,14.3,0,0.8,10.3,2,4.1
2,311,18.2,3,3.0,6.7,2,1.1
3,118,6.5,2,3.0,24.2,3,4.4
3,401,5.5,3,3.3,8.2,2,1.6
3,76,2.5,1,2.4,6.0,2,1.7
3,129,12.7,0,0.7,5.0,2,1.1
1,100,9.2,5,5.4,22.0,2,4.3
4,555,20.7,1,1.8,10.1,2,6.1
1,219,10.1,5,6.1,13.0,2,4.0
1,597,3.4,3,3.6,6.4,2,2.0
4,42,14.9,0,1.3,7.6,2,1.4
3,46,6.2,0,0.6,22.3,3,3.4
3,79,18.4,0,1.2,24.4,3,6.4
3,364,17.2,0,1.0,26.4,3,9.2
2,675,6.4,4,5.3,11.5,2,2.2
4,204,3.0,2,3.0,5.1,2,2.7
1,517,19.0,5,4.6,19.9,2,3.7
3,549,5.9,0,1.0,22.8,3,4.1
2,332,23.8,0,0.8,3.1,2,1.8
4,280,21.4,0,0.8,25.9,3,4.8
1,326,9.8,0,0.8,12.3,2,4.1
3,312,23.0,0,1.4,8.5,2,2.1
4,108,11.1,15,11.9,4.8,2,2.8
2,400,19.8,4,3.8,1.6,2,0.4
3,479,16.6,9,7.8,1.1,2,1.6
4,317,11.7,4,5.8,17.7,2,5.3
3,421,7.5,4,5.0,16.7,2,4.0
3,20,6.0,5,4.8,18.7,2,2.4
2,80,6.8,0,0.9,24.2,3,7.7
1,529,9.6,2,2.9,18.2,2,6.7
4,96,12.0,0,0.9,20.4,2,8.6
3,443,9.4,0,0.4,1.8,2,3.0
4,231,12.1,2,2.9,12.3,2,3.8
3,177,7.8,0,0.2,0.9,2,1.9
4,447,14.3,0,0.8,23.8,3,5.9
3,669,18.2,0,0.4,3.4,2,3.4
1,528,16.0,0,0.6,18.6,2,3.6
1,395,8.2,1,5.6,6.6,2,1.6
4,693,11.5,2,2.2,14.8,2,3.0
2,606,15.4,0,0.9,19.5,2,4.3
2,709,12.9,0,1.0,22.6,3,5.2
1,694,17.0,0,0.8,21.9,3,8.2
3,289,17.6,8,6.8,14.5,2,4.5
1,669,16.0,0,1.2,14.6,2,5.6
1,35,20.6,4,3.7,5.4,2,1.9
2,319,0.7,2,2.1,30.3,3,3.0
5,205,12.9,0,0.8,24.6,3,7.7
3,452,20.7,1,1.3,4.4,2,4.3
1,200,13.0,3,3.1,3.2,2,1.3
2,505,5.3,0,0.8,6.9,2,3.4
1,669,22.0,0,0.0,2.5,2,2.8
1,227,21.5,0,1.9,2.1,2,0.4
3,446,8.7,0,1.1,24.4,3,8.8
4,296,10.1,1,1.7,17.8,2,6.5
1,149,10.3,0,0.7,18.5,2,5.3
1,44,9.1,0,1.6,4.5,2,1.3
4,378,10.4,4,3.4,17.9,2,4.2
4,388,12.1,0,0.6,26.1,3,4.9
1,295,18.6,4,4.4,24.7,3,9.6
3,298,4.0,6,4.9,13.3,2,5.0
2,709,12.9,1,3.0,22.6,2,6.2
3,697,1.2,1,3.3,5.3,2,2.1
2,511,4.9,0,0.1,19.4,2,4.5
2,153,16.1,0,0.0,23.9,2,2.0
2,391,17.7,0,1.1,24.4,3,4.7
1,262,9.1,0,1.0,24.3,3,4.5
1,320,9.0,0,4.8,25.2,3,5.0
2,292,5.6,0,0.7,12.0,2,4.8
2,635,14.2,0,0.9,25.7,3,4.7
4,467,14.1,1,1.5,9.6,2,3.6
2,569,16.9,1,2.6,12.2,2,3.9
3,684,7.3,0,0.8,23.8,3,4.0
4,391,19.7,2,3.5,3.4,2,2.2
2,433,10.2,1,1.7,9.3,2,2.7
1,74,5.5,2,3.6,14.8,2,2.5
3,132,3.0,2,2.2,21.0,2,6.0
4,93,14.9,3,2.7,2.4,2,1.7
4,666,15.4,0,0.6,2.0,2,2.5
2,36,24.0,0,0.4,1.6,2,1.1
1,284,15.4,1,2.4,5.8,2,3.0
1,346,10.8,2,2.4,20.8,2,5.1
4,581,15.7,0,1.2,24.4,3,10.9
2,440,8.2,7,6.4,21.1,2,4.4
3,96,10.4,0,0.8,25.7,3,4.6
1,192,11.1,0,0.2,3.4,2,0.5
1,679,16.9,0,0.9,23.6,3,5.8
3,348,12.0,0,3.4,19.9,2,5.9
3,114,12.5,0,0.8,7.0,2,1.9
1,140,19.8,5,4.5,0.4,2,3.4
4,711,15.3,0,0.8,25.2,3,7.1
2,630,12.1,0,1.1,20.5,2,5.9
5,180,23.8,0,1.6,3.1,2,2.8
3,341,13.9,0,1.0,5.7,2,2.3
4,511,22.5,0,0.9,25.0,3,5.5
1,517,7.7,0,0.9,22.9,3,5.4
